the	det.定冠词;表示特指
own	adj.自己的n.属于自己的东西v.承认;有
adventure	n.冒险;生意v.拿...冒险;冒险
exclusion	n.排斥
seize	v.夺取;掌握
chance	adj.偶然的n.机会;机缘v.冒...的险;碰巧
spring	n.弹性;反弹;春天v.惊起;跳
alter	v.改变;阉割
land	n.地产;陆地v.靠岸;落下
fence	n.防护装置;栅栏v.防护;拦开
league	n.盟约;同盟
glimpse	n.显现;一瞥v.瞥见;看一眼
statue	n.雕像;造型游戏
contract	n.合同;合同法v.缩约;皱缩
luxury	adj.奢华的n.奢侈;奢侈品
artillery	n.火炮;炮兵
doubt	n.迟疑;怀疑v.怀疑;迟疑
fro	adv.回
string	n.串;牵线v.缚;开球
awaken	v.唤起;醒
fad	n.古怪念头;狂热
arrest	n.逮捕;停止v.逮捕;吸引
protect	v.保护
strict	adj.完全的;严格的
content	adj.高兴的;满意的n.内容;满意v.使满意
intent	adj.急切的;专心的n.故意;意思
abundance	n.大量;富有
medical	adj.内科的;药的
garrison	n.堡垒;要塞v.镇守
like	adj.相同的;相像的prep.比如;像conj.好像;如同v.喜欢;要
corps	n.队;军;特种部队
heroic	adj.英雄的n.英雄辞令;英雄诗
inform	v.通知;告发
retain	v.保存;保留
agitation	n.激动;搅动
noble	adj.高尚的;光辉的n.工贼头目;贵族
prominent	adj.杰出的;突出的
embrace	n.接受;拥抱v.接受;信奉
wheel	n.轮;轮状物v.旋转;转弯
pack	n.包;小包v.挤;洗
affection	n.属性;影响
eldest	adj.最古老的
anguish	n.极度痛苦;剧痛v.感到极度的痛苦
surround	v.包围;围住
obvious	adj.挡道的;显然的
strict	adj.完全的;严格的
capture	n.俘获;俘虏v.夺得;俘虏
drop	n.滴;微量v.滴
inquire	v.查问;找
ample	adj.大量的;宽敞的
remainder	n.差数;剩余部分
just	adj.应得的;正义的adv.刚才;只是
deer	n.动物;鹿
answer	n.答案;反应v.回应;回击
bedroom	n.卧铺单间;卧室
purely	adv.仅仅;全然
bush	n.灌木;衬套v.用耙耙平;加衬套于
joint	adj.共有的;接合的n.关节;接合
refer	v.参考;提到
expect	v.等待;预计
madam	n.夫人;女士
railroad	n.隔号余柱;铁道v.速决通过;筑铁路
respect	n.敬意;尊敬v.关于;敬意
column	n.支柱;纵队
weep	v.悲叹;流泪
identify	v.认出;认同
discharge	n.出院证;发射v.解雇;排
bench	n.长凳;法官席v.给...以席位;当法官
heir	n.继承人;子孙v.继承
oak	n.栎木;栎属树
rescue	n.强行夺回;营救v.营救;逃叫
limit	n.范围;限度v.限定;限制
unpleasant	adj.不和的
anxious	adj.焦虑的
incomplete	adj.不完全的;不完善的
program	n.程序;程序设计v.设计程序
secret	adj.秘密的;能保密的n.奥秘;秘密
invention	n.发明;发明物
fault	n.错误;缺点v.产生断层;犯错误
piano	adj.降低的;轻的adv.降低地;轻轻地n.钢琴
defeat	n.废除;击败v.挫败;击败
charm	n.美貌;魅力v.使高兴;行魔法
purse	n.钱包;资金v.使缩拢;
persuade	v.恳求;说服
electric	adj.充电的;电的n.带电体;电灯
endless	adj.无止境的
interval	n.差别;间隔
chase	n.打猎;槽v.赶出;追寻
invisible	adj.非贸易的;看不见的
occupy	v.占;占领
gown	n.宽外袍;女裙服v.穿上宽大的长外衣
cruelty	n.残忍
lock	n.锁;闸v.拴住;锁
hesitation	n.结巴;停顿
proposal	n.求婚;提出
destiny	n.命运;天数
common	adj.公共的;普通的n.共用牧地
foul	adj.腐烂的;难闻的adv.犯规地n.犯规;碰撞v.弄脏;玷污
load	n.负荷;思想负担v.装;装货
title	n.标题;一种v.给...加标题;授予...称号
ancestor	n.原型;原种
type	n.类型v.翻印;打字
command	n.命令;指挥v.俯临;命令
assign	n.受让人v.分配;指定
temptation	n.试探;引诱
subsequent	adj.后成的;随后的
jewel	n.宝贝;宝石
breath	n.呼吸;气息
willing	adj.愿意的
youthful	adj.年轻的
bell	n.钟;钟声v.鸣钟;吼叫
spectacle	n.公开展示;景象
uneasy	adj.不安宁的
shine	n.光;光泽v.擦亮;照耀
formidable	adj.可怕的
stately	adj.宏伟的;威严的adv.宏伟地;威严地
machinery	n.机器;团体
fragment	n.片断;碎片v.打碎;破碎
rush	n.冲;匆忙v.猛推;冲
attractive	adj.有吸引力的
product	n.产品;产物
economic	adj.经济的;经济学的
sickness	n.弊病;恶心
use	n.用;用途v.发挥;用
dash	n.冲击;猛冲v.溅;猛掷
engine	n.机车;机械
ashore	adv.向岸
date	n.日期;时期v.过期;注有日期
theirs	pron.他的;他们的
clasp	n.紧抱;扣子v.抱紧;扣住
leather	n.皮带;皮革
spar	n.翼梁;圆材v.用栓闩紧;争论
crush	n.极度拥挤;压碎v.挤;碾碎
interfere	v.妨碍;介入
subtle	adj.微妙的;细微的
slope	n.倾斜;斜面v.扛;走
floating	adj.浮动的;流动的
worry	n.担心;撕咬v.撕咬;担心
effect	n.感受;结果v.产生;使发生
passenger	n.乘客;旅人
violent	adj.暴力的;狂热的
donation	n.捐赠;捐赠物
steamer	n.汽船;蒸汽机
store	n.储存;大量v.储备;装满
design	n.设计;图案v.决意;谋划
guess	n.猜测v.猜;想
timber	adj.木材的n.木材;树林v.用木材建造
talent	n.明星;天才
heed	n.注意v.留心注意
murder	n.谋杀;破坏v.扼杀;谋杀
vivid	adj.生动的;鲜艳的
calculate	v.打量;估计
kill	n.击落;杀死v.冻死;杀死
savage	adj.不文明的;凶恶的n.粗鲁的人;野蛮人v.激怒;乱咬
trifle	n.少量;琐事v.浪费;翻弄
funny	adj.滑稽的;耍花招的n.滑稽戏;笑话
pocket	n.一袋;钱袋v.把...围住;皱起
insult	n.攻击;损伤v.损害;攻击
den	n.洞穴;匪窟v.进洞躲藏;穴居
incapable	adj.无能力的;无资格的
eloquence	n.雄辩;修辞
dine	v.宴请;进正餐
temple	n.教堂;圣堂
sensitive	adj.敏感的;易波动的
robin	n.旅鸫;知更鸟
appetite	n.爱好;胃口
wish	n.请求;希望v.但愿;祝
courtesy	n.好意;谦恭有礼
flow	v.流出;流
lawyer	n.律师
sphere	n.球;星;领域
murmur	n.细声;小声话语v.小声抱怨;小声说
elegant	adj.精确的;上等的
guilt	n.内疚;罪
welfare	adj.福利的n.福利;福利救济
avoid	v.避开;避免
fish	n.鱼;鱼肉v.捕;捕鱼
perish	v.耗费;卒死
sober	adj.适度的;未醉的v.使冷静;醒酒
steal	n.偷盗v.偷盗;偷垒
delicious	adj.美味的;有趣的
infant	adj.婴儿的;幼稚的n.初学者;婴儿
lip	n.唇状物;嘴唇
offend	v.冒犯;违犯
wheat	n.小麦;小麦色
encounter	n.冲突v.遭到;相遇
footstep	n.脚步;踏步
marquis	n.侯爵;世袭贵族
smile	n.欢快;微笑v.露出;惠及
amiable	adj.可爱的;友好的
twilight	n.黄昏;暮光
arrow	n.箭;箭号v.箭一般地飞速行进
consist	v.一致;在于
park	n.公园;狩猎区v.停放;停放车辆
retire	v.收口;后退
economy	n.节约;经济
secret	adj.秘密的;能保密的n.奥秘;秘密
halt	n.小站;跛v.踌躇;蹒跚
govern	v.统治;抑制
color	n.颜色v.变色;脸红
stretch	n.舒展;延伸v.拉直;舒展
formation	n.形成;形成物
immortal	adj.不死的;不朽的n.神;神仙
gallery	n.狭长房间;走廊
parallel	adj.并列的;类似的adv.平行地n.平行线;纬线v.使平行;与...相似
lean	adj.贫瘠的;瘦的n.倾斜;瘦肉v.屈身;斜
tempt	v.吸引;引诱
frontier	n.边境;知识边缘
continent	n.洲;大陆
knock	n.一击;指责v.敲;敲
unity	n.单一;团结
deal	n.待遇;交易v.发;分配
decent	adj.高雅的;合宜的
fiery	adj.含火的;激烈的
image	n.外形;像v.想象;造像
tie	n.带;领带v.系;打结
punish	v.罚;贪婪地吃
rejoin	v.重返;回答
consent	n.融洽;同意v.同意;一致
major	adj.较大的;较重要的n.成年人;重要人物v.主修
cell	n.蜂房巢室;小牢房;细胞;电池
void	adj.空的;无效的n.空间;裂缝v.出清;放出
prudence	n.节俭;精明
egg	n.蛋;人v.向...扔蛋;鼓励
amazement	n.惊奇
border	n.边;边界v.邻接;接界
artificial	adj.假的;人工的
hereafter	adj.未来的adv.此后;在死后n.将来
crime	n.犯罪;罪
breathe	v.呼吸;吸入
exempt	adj.被免除n.被免除的人v.免除
anchor	n.锚;隐士v.固定;抛锚
sit	v.骑;坐
eminent	adj.出众的;高耸的
glow	n.光亮;灼热v.发红;洋溢
sunlight	n.日光
example	n.范例;例题
wealthy	adj.丰富的;丰富
seem	v.感到好像;好像发生
shout	n.呼喊v.呼喊;叫嚷
thank	v.感谢;谢谢
curious	adj.好奇的;奇特的
seed	n.精子;种v.播;播种
naval	adj.海军的
foe	n.敌国;敌人
everyone	pron.每人
long	adj.长的;长时间的adv.长久;始终v.渴望;归属
abundant	adj.大量的;丰富的
doubt	n.迟疑;怀疑v.怀疑;迟疑
painter	n.画家;油漆匠
greet	v.接受;问候
erect	adj.竖起的;竖直的v.安装;架设
meanwhile	n.同时
shooting	n.发射;射猎
lend	v.贷;给予
crisis	n.关头;危机
undertake	v.承担;试图
particular	adj.特定的;特殊的n.详情;一项
vein	n.翅脉;静脉v.使有脉络
polite	adj.有教养的;有礼貌的
experience	n.经历;经验v.经历
seal	n.封蜡;印记v.保证;盖章于
header	n.装桶盖的工人
clergy	n.神职人员
mount	n.登;山v.登上;登
array	n.军队;排列;部署v.打扮;配置
corner	n.包角;角v.垄断;转弯
magazine	n.弹药库;杂志
loud	adj.俗艳的;响亮的adv.大声地
bitterness	n.苦味
guardian	n.看守者;院长
search	n.检查;搜查v.探;细察
reject	n.被拒货品;阻放装置v.拒绝;拒纳
harsh	adj.刺目的;苦涩的
include	v.包括;包住
bold	adj.冒失的;勇敢的n.黑体
lunch	n.快餐店;午餐v.吃午饭
pine	n.凤梨;松木v.痛苦;消瘦
shell	n.蛋壳;壳v.脱壳;剥去;炮轰
second	adj.次要的;第二的adv.第二;以第二位n.秒;片刻v.赞成;支持
despite	prep.不管
hop	n.毒品;忽布v.飞越;跳过
injustice	n.非正义
expression	n.表达;表示
push	n.突出;推v.推;突出
tight	adj.紧的;紧身的adv.充分地;紧
problem	n.难弄的人;问题
landscape	n.地形;风景v.从事景观美化工作
sue	v.控告;请求
protest	n.抗议;申明v.抗议;申明
scarlet	adj.猩红的;羞红的n.鲜红色布;猩红色
abandon	n.放任;狂放v.放弃;离弃
artistic	adj.艺术的;艺术家的
main	adj.辽阔的;完全的n.体力;叫数
loyal	adj.忠诚的;忠心的
boil	n.翻滚;疖v.煮沸;开
suit	n.套;衣服v.适合;合适
alliance	n.结盟;盟约
advise	v.建议;劝告
waist	n.上身部分;腰
sink	n.落水洞;污水井v.下沉;下落
stable	adj.固定的;坚定的n.厩;牛棚v.把...拴进厩
maximum	adj.极大的;最高的n.顶峰时期;最大限度
commit	v.把...托付给;犯
hideous	adj.讨厌的;丑恶的
dismiss	v.解雇;去除
affect	n.内心倾向;自觉感情v.打动;侵袭
evil	adj.讨厌的;邪恶的n.坏事;祸害
unworthy	adj.不相称的;不值得的
miracle	n.奇迹;奇事
peasant	adj.农民的n.农民;乡下人
convey	v.表达;传送
extend	v.扩展;伸
riches	n.财富;富有
personal	adj.个人的;亲自的
morality	n.道德;德行
rebellion	n.反抗;反叛
thread	n.思绪;线v.穿;装妥
dumb	adj.笨的;哑的v.使沉默;变哑
copper	n.铜;铜币
difference	n.差别;特点
sailor	n.乘船者;水手
request	n.需要;要求v.要求
response	n.反应;回答
imperial	adj.帝国的;皇帝的n.帝髯;特大号
blank	adj.空白的;空的n.空白v.除去;消失
purity	n.纯粹;纯洁
bend	n.弯曲;绑结v.挽;俯身
solemn	adj.隆重的;严肃的
minor	adj.不严重的;较小的n.未成年人;小企业v.副修
crimson	adj.深红色的;血淋淋的n.深红v.变绯红色;成熟
republic	n.共和国;团体
teacher	n.教员
bargain	n.交易;协定v.用...交换;讲价
fatigue	n.疲劳v.使疲劳;疲劳
telephone	n.电话;电话机v.打电话
cent	n.百;分
whip	n.鞭打;鞭伤v.鞭打;驱使
dislike	n.不和;不喜爱v.不喜爱;使不高兴
witness	n.证据;证人v.目击;作证
infantry	n.步兵;月光蓝
acre	n.英亩
check	n.停止;制服v.核对;击退
normal	adj.平常的;正常的n.师范学校;正常人
shirt	n.衬衫;贴身衣
introduce	v.插入;介绍
sofa	n.沙发
mother	n.继母;母v.生;产生醋母
sweep	n.扫;扫荡v.扫;扫去
conversion	n.折合;转变
sketch	n.草图;概述概述;草图;画草图
answer	n.答案;反应v.回应;回击
virtuous	adj.贞洁的;正义的
anyway	adv.随随便便地
thief	n.贼
retain	v.保存;保留
construct	n.观念;建造物v.建造;作
channel	n.沟渠;海峡v.输送;在...开槽
nobility	n.高贵;贵族
edit	n.编辑;社论v.编辑;修改
guard	n.警戒;警卫员v.保守;看守
excess	n.超越;过量
separation	n.分拣;分离
disgust	n.厌恶;作呕v.使厌恶;使作呕
accomplish	v.达到;实现
convent	n.女隐修会;女隐修院
right	adj.合适的;正当的adv.好;正当地n.实况;正当v.补救;纠正
suspend	v.悬;悬浮
reform	n.改造;革除v.改革;改造
mob	n.暴民;群氓v.成群围住;成群袭击
thirst	n.渴;渴望v.感到口渴;渴望
treasure	n.金银财主;珍品v.储存;铭记
ask	v.问
view	n.观看;视力v.查看;观看
design	n.设计;图案v.决意;谋划
gleam	n.反光;闪光v.闪烁;闪现
threaten	v.警告;威胁
palm	n.手宽;手掌;棕榈树v.把...硬塞给
fill	n.充分;装填物v.挤满;装满
fur	n.毛皮;柔毛
fortnight	n.十四天;两星期
hole	n.巢穴;洞v.打;打洞
address	n.地址;演说v.对付;呼吁
frightful	adj.丑的;可怕的
encourage	v.促进;鼓励
speaker	n.代言人;说话者
tribute	n.贡;贡税;赞辞
procure	v.取得;引起
frankly	adv.非常;确实
recommend	v.劝告;推荐
relieve	v.发泄;缓解
intention	n.意思;意图
unjust	adj.不诚实的;非正义的
project	n.工程;计划v.打算;投掷
threshold	n.门槛;入门
merit	n.长处;功德v.应得;值得
morrow	n.晨间;翌日
trace	n.痕迹;迹v.查出;走
induce	v.引起;引诱
spear	v.刺;用矛刺
inward	adj.里面的;内心的adv.内心里;向内
pupil	n.小学生;瞳孔
correspond	v.通信;相当
fairy	n.仙人;众仙子
conclude	v.缔结;结束
neat	adj.匀整的;整洁的
lucky	adj.侥幸的;有好运的
lap	n.耳垂;舐v.嵌接;舔
session	n.会议;开庭
torture	n.拷打;歪曲v.拷打;歪曲
damp	adj.潮湿的;迷乱的n.潮湿;矿井瓦斯v.封;阻尼
ridge	n.脊;山脊v.翻...作垄;装脊
spoil	n.目的物;战利品v.宠坏;损坏
liable	adj.会...的;有...危险的
sword	n.剑;权力象征
hearty	adj.健壮的;强烈的n.好伙伴;运动员
thoughtful	adj.沉思的;注意的
traveller	n.旅行箱;旅行者
chain	n.枷锁;链v.束缚
favorable	adj.称赞的;有利的
tin	n.镀锡铁皮;锡
dependent	adj.隶属的;依靠的
couch	n.长榻;眠床v.表达;平握
bill	n.清单;帐单v.爱抚;接吻
warrant	n.授权;搜查证v.授权给;向...保证
complaint	n.抱怨;控告
endeavour	n.活动;努力v.试图;努力
sail	n.帆;帆船v.驾驶;漂浮
din	n.喧嚣v.再三叮嘱;发渲闹声
convention	n.会议;召集
guard	n.警戒;警卫员v.保守;看守
angle	n.角;角度v.获取;钓鱼
wide	adj.宽的;宽松的adv.广大地;全部地
endeavour	n.活动;努力v.试图;努力
ardent	adj.热心的
cow	n.母牛;牛v.吓唬;截短
mill	n.磨;磨坊v.磨;碾碎
victim	n.牺牲;牺牲者
foremost	adj.首要的;最前的adv.在最前;最重要地
map	n.地图;图v.勘测;被安置
porch	n.入口处;走廊
lieutenant	n.代理官员;海军上尉
fountain	n.喷泉;源
sustain	v.支撑;支持
ford	n.可涉水而过之处v.涉过;涉水而过
assist	n.帮助v.帮助;促进
rejoice	v.因...而喜悦;感到高兴
extend	v.扩展;伸
marvellous	adj.绝妙的;奇迹般的
cloth	n.布;桌布
collar	n.颈圈;马轭v.强留...谈话
band	n.群;箍v.聚集
confident	adj.确信的;有信心的
hasty	adj.草率的;急速的
organ	n.风琴;机构
prose	adj.平凡的;散文的n.平凡;散文v.写散文
privilege	n.特权;特权授予
selection	n.选择
code	n.编号;编码v.为...编码
replace	v.代替;更换
saint	n.圣徒v.正式封...为圣徒
district	n.地区;区v.把...划分成区
deliberate	adj.故意的;审慎的v.商议;仔细考虑
awe	n.敬畏;恐惧v.使敬畏
beforehand	adv.预先;提前地
strife	n.冲突;奋力;纷争
compare	v.把...比作;比较
beer	n.啤酒;汽水
retort	n.反驳;反击v.驳回;反驳
relate	v.讲;适应
cheerful	adj.愿意的
pistol	n.手枪;信号枪v.用手枪杀死
presume	v.冒昧;认定
velvet	adj.丝绒的n.丝绒
wretch	n.不幸的人;淘气鬼
miss	n.失败;逃脱v.没找到;失败
people	n.人;人民v.居住于;使充满
positive	adj.武断的;有把握的
reason	n.理由;理智v.劝喻;讨论
gravity	n.严肃;重力
disturb	v.搞乱;扰乱
sermon	n.布道;启示
partner	n.搭档;伙伴v.使合伙;合伙
brain	n.脑;脑袋v.重击...的头
lower	v.放下;减低low的比较级
estate	n.地产
abuse	n.弊病;滥用v.滥用;虐待
flock	n.兽群;短绒v.群集
niece	n.侄女
language	n.全部词汇;语言
assert	v.肯定地说;主张
bodily	adj.肉体的;有躯体的adv.亲身地;整个儿地
notion	n.概念;观念
faculty	n.官能;系
cannon	n.大炮;机关炮v.连击;炮轰
thirteen	n.第十三;十三
sail	n.帆;帆船v.驾驶;漂浮
ring	n.戒指;金环v.发;鸣
smart	adj.聪明的;漂亮的adv.聪明地;漂亮地n.聪明;剧痛v.引起...剧痛;感到剧痛
possession	n.拥有;有
petty	adj.气量小的;小的
division	n.分;分配
prudent	adj.节俭的;精明的
caution	n.警惕;小心v.警告
justify	v.证明...无罪;排整齐
awhile	adv.片刻
manuscript	adj.手写的n.手写本
cigar	n.雪茄烟
warrior	n.勇士;战士
impression	n.压印;印象
lift	n.提;天空v.鼓舞;提
inaccurate	adj.不准确的;错误的
tidings	n.消息
liquid	adj.清澈的;清脆的n.流音;液体
stay	n.逗留;停止v.停止;延迟
concept	n.发明;概念
creek	n.小河;小湾
brush	n.刷;刷状物v.刷;推
specially	adv.特地;尤其
cream	n.奶油;奶油汤v.结奶油;射精
jump	n.跳;心神不安v.使跳;跳
unwilling	adj.不愿意的;固执的
adapt	v.改编;适应
combat	n.战斗v.与...战斗;战斗
blow	n.吹;花v.吹;吹响
extra	adj.额外的;特佳的adv.额外地;特别地n.号外
invent	v.发明;捏造
pitch	n.投;投球v.投;支搭
cliff	n.悬崖
crown	n.王冠;王位v.给...戴上;露顶
portion	n.一部分;一份v.把...分给;命定
awkward	adj.笨拙的;不雅观的
horrid	adj.极讨厌的
pull	n.拉;拉力v.采;拉
appreciate	v.重视;涨价;鉴赏
jury	adj.暂用的n.陪审团
encounter	n.冲突v.遭到;相遇
attack	n.攻击;侵蚀v.攻击
monster	adj.巨大的n.怪兽;怪物
maintain	v.赡养;维持
site	n.地方;地皮v.给...择址;设置
die	n.板牙;模具v.遭受;死
survive	v.比...活得长;活下来
literally	adv.简直;确实地
pot	n.罐;坑v.饮酒;用便盆
brief	adj.短暂的;距离短的n.辩护状;概要v.作...的提要
rice	n.稻;米
respect	n.敬意;尊敬v.关于;敬意
sublime	adj.超群的;高尚的v.使纯化;升华
guy	n.支索;家伙v.嘲笑;乱演
behaviour	n.态度;行为
desolate	adj.荒废的;荒芜的v.抛弃;使不幸
penny	n.便士;分
adopt	v.采取;继承
revenue	n.收入;岁入
format	n.版式;格式v.为...安排版式
regular	adj.定时的;恒常的n.常客;正规兵
curtain	n.帘;幕v.用帘遮蔽
helping	n.帮助;一份
insist	v.坚持;被放置
occur	v.存在;发生
fool	n.蠢人;弄臣v.愚弄;玩弄
latest	n.最新款式
leap	n.跳;跳跃距离v.使跳;跳
game	adj.猎物的;跛的n.游戏;运动v.赌掉;赌博
