#word,meaning,option1,option2,option3
rekindle,重新点燃,春天,集会场所,社团
self-interest,私心,内心,直觉,感觉
elate,使兴奋,(用作饲料的)干草,正规学校教育,重要性
jargon,暗语,梦话,标语,脏话
obliging,恳切,和善,孝顺,狡猾
skeptic,怀疑论者,不假,指示,估量
cataract,(大而陡的)瀑布,熟练,悲叹,雨
purge,清洗,洗澡,洗刷,荡
suborn,收买,贪污,受贿,作弊
endue,赋予(才能),不动摇地,保护伞,可能
dilate,(身体某部位)张大,推广,转向,暴涨
revelation,泄露的事实,审问,醒来,土豆
ponderous,笨重,不快,细嫩,轻轻
isolate,孤立,暗害,摈斥,毒死
savvy,有见识和精明能干的,平稳,列为…的一部分,过程
tasty,味道好的,十分,引人注目,和睦
fort,要塞,不毛之地,乐园,墓地
wade,涉水,缩短,销路,点
ambidextrous,十分灵巧,供养,富有,两次
byline,(列作者名字的)报刊文章首行,斗士,在的对面,(指人)离别
script,剧本,神话,童话,寓言
slew,大量,慷慨,骄傲,恭顺
unscathed,未受损伤,坐下,驱,大的
meager,贫乏,亏损,多余,不够
vitrify,使成玻璃,饶恕,才干,只...)
disencumber,排除(障碍),名字,抱歉,辫子
askew,歪斜,倚靠,滑翔,蠕动
obeisance,鞠躬,致敬,拜倒,喜欢
commission,委托,授权,不情之请,拜托
sanctify,使神圣,边缘,凶残的人,(船、飞机)左舷
arable,可耕,金的,留待,根本
ooze,(勇气)逐渐消失,大的,办公室,恰当
rib,伞骨,报务员,牵,逆
duplicate,完全相同,厚的,清晰的(地),秋季
itinerary,行程表,痛击,刺槐,秘密
flaring,过分艳丽,强求,最好,愿望
genuflect,屈从,调解,驯服,说服
diffident,缺乏自信,一次,不一致,纠正
purgative,泻药,阿米巴,阿司匹林,白芍
cultivate,向...讨好,树枝,拂晓,河渠
hieroglyph,象形文字,题字,白字,德文
charter,(公司)执照,记住,双生子,瘸的
renown,名望,盛名,威望,声誉
sculpt,雕刻,调色,素描,测绘
wallop,重击,打碎,动手,嗷嗷待哺
heinous,十恶不赦,善良,苛刻,丧心病狂
crevice,缺口,隘口,洞穴,出入口
abbreviate,缩短,收缩,浸透,紧缩
hinge,关键,区区,贵重,不痛不痒
bifurcate,分为两支,分派,东拼西凑,三合一
euphonious,悦耳,尖锐,耀眼,不绝如缕
guy,(铁塔等的)支索,付款,悬挂,养料
settle,安置于,宣判,今天,骑(马、自行车、摩托车等)
unguarded,不留神的,领导人,用栅栏…围起来,粉红色
denigrate,污蔑,反唇相讥,丑化,拍案叫绝
brushwork,画家风格,非常,乡间的土地,勇敢
bleach,漂白,编织,印刷,包金
panoply,全副甲胄,正式宣布,激怒,结束
occupation,工作,上班,同事,避重就轻
nasal,有鼻音的,许多,停止营业,集团
track,足迹,气象,预兆,下落
adulterate,掺假,定制,仿造,装饰
diehard,顽固分子,(男式)衬衫,(用肉或水果做成的)馅饼,过高
inexpiable,不能补偿,发烧,令人惊讶,花费(钱、时间等)
repatriate,(自异国)遣返,测验,裁决,喝酒
criminality,犯罪性,重压,兴趣,下行
incentive,刺激,杜绝,限制,加以
heavy-handedness,笨拙,明白,糊涂,笨口拙舌
schism,组织分裂,轻声,用带系上,顺..前进
recidivism,累犯,胡子,囚犯,凶手
shelve,搁置,视而不见,理会,另眼相看
muted,(声音)减弱的,布置,产品,打
incisor,门牙,牙齿,板牙,脖颈儿
cuddle,搂抱,扶持,挽,采摘
cow,母牛,驴子,小牛,奶牛
ravishing,令人陶醉,大头针,(水,原谅
supremacy,至高无上,别具一格,不同凡响,卑劣
characterize,描述或刻画某人/某事物的特点,烘饼,把…装入袋中,轻柔
residue,剩余,现存,足够,平衡
reconstitute,用水泡,膝盖,乐事,真实
court,法庭,公安局,政府部门,监狱
plagiarism,剽窃,诱拐,受贿,作弊
maven,专家,哲学家,语言学家,雕刻家
lugubrious,郁郁不乐,犯愁,愤怒,哀痛
exploit,剥削,抄袭,迟暮,讹诈
malleable,易改变的,公告,男主人公,适度
delete,删除,修改,修正,勘误
mobility,可动性,试验性,迫切性,伸缩性
acrid,辛辣,有意思,轰轰烈烈,生动
filial,子女,宝贝,哥儿,独生子
salubrious,有益健康,…的,石头,力量
rarity,罕见事物,担心,脆的,安乐椅
compound,复合物,公园,匀称,恰当
souse,浸在水中,高尚,视力,爆炸
oasis,绿洲,出口,公民权,实用
seismic,震,许多人或物,描写,村庄
ruck,皱褶,煤灰,条纹,污秽
sedition,煽动叛乱,吩咐,可动,贴近
protrude,突出,翘,凹陷,露出
irrigate,冲洗伤口,呼吸的空气,(欧洲公国的)君主,麻雀
ringlet,卷发,放假,散发,掌管
forger,打铁匠,已下决心,浮动,离开
madrigal,情歌,伴唱,哀乐,悲歌
volubility,健谈,眼尖,不务正业,无能
hypercritical,苛求,追逐,渴望,谋求
unorthodoxy,非正统,短见,共识,偏见
pancreas,胰脏,整理,景色,有金属特性的
lumber,蹒跚而行,容易,寓意,手杖
finesse,手段,毒手,暗箭,把戏
congeal,冻结,解冻,变质,融解
cipher,零,航海,触动,混乱
infernal,狱,(绘画)艺术,卷,修理
daft,傻的,出版,准备,提取
dirge,凄凉之曲调,对...感兴趣的,游戏,喜安静地
indefatigable,不知疲倦,线条,一眼,荡桨
gouge,半圆凿,令人疲累的(修饰事物),学习者,塞子
vulgar,无教养的,广场,进来,完成
rigid,硬性,脆弱,果断,不在乎
recluse,隐士,徐悲鸿,爱因斯坦,孟子
redemption,赎罪,征收,赔偿,索赔
anagram,变形词,操作员,工会,仪态
proclivity,倾向,疑虑,信仰,拥戴
immaterial,非实体的,每一个的,(使)浸,悲痛
quip,俏皮话,说法,独白,发言
fanatical,狂热,不仁,崩漏,疯狂
torture,对...施以苦刑,胸脯,友好关系,搭档
relentless,无情,和平,多情,冷淡
reverend,值得敬重,履行,诞生的故乡,弄平
canto,(长诗的)篇,强烈,汇合点,义务
publicize,宣传,责成,动员,授命
demand,要求,预计,但愿,谋求
salutary,有益,压制,超越,不可逾越
conclude,使...结束,碗状物,允诺,悲痛
alienate,疏远,不共戴天,不对,不即不离
compulsive,难以抑制,感动,退避,感恩
hibernal,冬季,季节,暑天,寒冬
petitioner,请愿人,请客,更,所有权
plant,种植,移植,播种,培植
appraise,评价,点名,鉴定,评估
assuage,缓和,转运,放松,减弱
nippers,钳子,花边,刺绣,雨伞
disarray,混乱,嗷嗷待哺,蓬松,失调
doff,脱掉,半,汽油,无畏
roster,值班表,留言簿,家谱,簿记
verbosity,唠叨,私语,赘述,诉说
protean,变化多端,转变,变色,变质
grotto,洞穴,鼻儿,鼻孔,洞口
embrace,拥抱,采摘,撮,扶持
straightforward,正直,清廉,鄙俗,淫猥
brunt,主要冲击力或影响,快乐,室,会
nebulous,模糊不清,附近,遥遥,远程
ridge,隆起物,游戏的人,谚语,恳请
attune,使调和,出租汽车,定律,调查(或研究)的结果
cathartic,泻药,软膏,冰片,阿司匹林
ascribe,归功于、归咎于某人、某事物,养料,助手,根据
diffidence,缺乏自信,暴风雨(雪),雨,活泼
erasability,能被抹去,消灭,缓解,横扫
besmirch,诽谤,辩白,争论,笔战
vanity,虚荣,谦逊,大方,冷酷
understated,不完全陈述的,粗劣,兵不血刃,巩固
indecipherable,无法破译,磁极,问,(乡间)小道
sonnet,十四行诗,史诗,颂歌,歌词
hideous,讨厌,爱国,爱憎,博爱
constrict,压缩,补充,裁员,补票
pragmatism,实用主义,民族主义,无神论,马克思主义
adroit,熟练,不务正业,外行,主动
reminisce,追忆,求爱,怀念,追逐
herpetologist,爬行动物学家,响声,感受,哭泣
acolyte,(教士的)助手,区分...的性别,分配,咸的
gratuitous,免费,解散,解除,撤销
dossier,卷宗,遗嘱,文件,检查
jarring,声音刺耳,热切,友人,百分度(的)
plumage,羽毛,纤毛,羊毛,头发
deleterious,(对身心)有害的,毒药,白面儿,毒饵
vegetate,像植物般生活,片断,物体,献殷勤
boom,发出深沉有回响的声音,在...旁边,调查,穿过
designer,设计者,助教,给...房子住,旧的
drollery,笑谈,把柄,目的,理由
seminal,有创意的,实现,以引起特别注意),打扮
odoriferous,有气味的,向东,这(那)些(指特定的人或物),于…之外
tantamount,与...相等的,离题,轻微,海洋
kleptomania,盗窃癖,扔,把…弄糊涂,消瘦
centripetal,向心,那样,哪里,如此
goad,赶牛棒,作战,雄性动、植物,普通
maul,撕裂皮肉,防止,无害,不利
wholesome,促进健康,臀部,凝视,一道菜
hoodwink,蒙混,骗取,欺骗,任凭
undermine,破坏,断裂,打破,断头
brake,减速,安定,强化,增进
trudge,跋涉,“鹰派”人物,再,游荡
mimic,模仿他人言行的人,清洗用的,放弃(原则等),以便
cooperative,联营,布局,国营,安置
dredge,疏通,屈服,媾和,动武
unfailing,无尽,北回归线,半边,限于
impertinence,无礼,习惯,传统,仪式
dominate,控制,抑制,超过,不可逾越
deputy,副警长,剩下,目前,目的
alloy,混合,交叉,传输,包围
watershed,分水岭,山谷,山顶,群山
gully,雨水冲成的沟壑,(不包括英国的)欧洲大陆,把…计算在内,符号
penetration,洞察力,本能,思维,能力
dependency,依赖,比照,由,关于
command,控制,封锁,不可逾越,限于
juxtapose,并排,视而不见,权衡,歧视
perky,神气,激发,哀叹,感慨
simile,直喻,答案,极其,看待
advocate,拥护,送行,拜别,伴随
casual,偶然,大体,意想不到,也许
ferocious,凶猛,无情,板上钉钉,气势汹汹
terminable,可终止的,法学家,混合,延长有效期
dissident,唱反调者,产生,拴,主要
infidelity,不忠实,变成,了解,交通繁忙
bluff,悬崖峭壁,墓地,海关,大关
uncharitableness,不慈悲,大方,吝啬,慷慨
omniscient,无所不知,起死回生,对答如流,眼尖
bootless,无益处的,宝物,用法,认为
anachronism,年代错误,雾,广播,门票收入
annoy,打搅,对不住,请问,请教
festal,节日,白露,新年,除夕
impenitent,不悔悟的,应支付的,塞满,打猎
littoral,海滨,高山,彼岸,暗滩
mayhem,严重伤害罪,看到,影响,精粹
millinery,女帽及其装饰物,不稳,世人,导言
sullen,忧郁,悲喜交集,凄惨,悲天悯人
distort,扭曲,润滑,刺激,转身
arduous,费力,深奥,艰巨,不费吹灰之力
desultory,不连贯的,活泼,不屈,坚定不移
caprice,突如其来的念头,竭尽,专程,痛快
inveigle,诱骗,兵不厌诈,糊弄,包庇
beholden,欠人情的,便条,国民,漏出量
humility,谦逊,大气,索然,自豪
snitch,偷,有偏见的,宽裕,游行示威
mollusk,软体动物,植物,动植物,宠物
subsidy,补助金,赔偿金,罚款,贷款
stimulant,兴奋剂,软膏,阿司匹林,阿米巴
flexible,易弯曲的,对答如流,本本主义,无所不能
artifice,巧办法,法国人,懂,感到舒适
preternatural,超自然的,雇员,成年女子,作弊
wile,诡计,巧计,战略,手法
delude,欺骗,骗取,放任,兵不厌诈
undistinguished,普通,上流,及格,至上
demotic,民众,分子,群体,人口
sanatorium,疗养院,电影院,运动场,俱乐部
meliorism,社会改良论,蜂窝状物,强有力地,声明
savor,滋味,好奇心,遥感,良心
tackiness,胶粘性,精神,饲(养),另外
orchard,果园,庭园,林地,温室
perplexed,困惑,迷住,尴尬,着迷
expatriate,脱离国籍,老爱责骂的人,咀嚼,衣料(不可数)
pantomime,哑剧,帮助(手),仁慈,打断
pedagogy,教育学,科研,科技,高科技
restraint,克制,爱怜,不依,忍受
trickle,一滴滴地流,讯问,各人,到处
agenda,议程,名次,版次,大气层
fretwork,格子细工(在木头上雕出各种图案,可能,母鸡,(表示惊讶)居然
wheedle,(用花言巧语)哄骗,谁也不,身体不适,湖水
gainsay,否认,鞭挞,打听,推翻
vital,极其重要,更,这样的人,痊愈
antedate,早于,竞争,名称,一半
pallid,苍白,斑白,黄褐色,灰白
accommodating,乐于助人,不足道的,叫,友谊
anachronistic,时代错误,律师业,条文,强烈
nova,新星,新鲜,古老,现有
rank,等级,国务卿,文职,议长
decimate,毁掉大部分,西班牙(欧洲),其时,共同
famish,使饥饿,养料,美丽,发现
glaring,耀眼,动听,昏暗,朦胧
thatch,茅草屋顶,蘩,草,草丛
gadget,小工具,追逐,司法,确实
gleam,亮光,月光,阳光,焰火
chip,集成电路片,刺戳,难对付的,年少
dejected,沮丧,大煞风景,赌气,迁怒
debouch,流出,投入,往复,注入
centrifuge,离心分离机,口(部)的,牛奶,放大
tatty,简陋,粗糙,滑溜,精巧
austerity,朴素,负责,持久,消极
fetter,脚镣,板子,斧,桌灯
exhilaration,高兴,下跪,欢腾,不亦乐乎
latitude,言行自由,忠诚,昂贵,航班
botch,(笨手笨脚地)弄坏某事物,句子,充满活力,专心
complacent,自满,索然,谦逊,冷酷
obligatory,强制性的,便利,麻烦,不违农时
rostrum,讲台,坛,站台,炮台
militant,好战,化学战,登陆,出兵
graphite,石墨,笔架,笔筒,光笔
carouse,狂饮寻乐,(复数)神气,未煮开的,种类
bubble,气泡,波澜,泡沫,涟漪
harbor,包庇,任凭,欺骗,趋附
discriminate,区分,识货,比较,比照
ecstatic,狂喜,叩头,大快人心,喜欢
radium,镭,茶(叶),书写符号,眼镜(恒用复数)
carafe,玻璃瓶,瓶子,花瓶,盘子
short-range,短程,冰点,跨度,多少
decisive,决定性的,按照...执行,船夫,改正
incognito,隐姓埋名,非难,谴责,引咎
unschooled,未受学校教育的,街区(四条街中间的区域),加入,岛民
gospel,教义,真理,正义,道理
indent,切割成锯齿状,平原,休假,口授笔录
enlightening,使人领悟,重…,摩天大楼,牧场主
tarry,徘徊,安稳,从容不迫,尴尬
resolution,坚决,智慧,不修边幅,不避艰险
expediency,方便,不可逾越,有害,超过
anvil,铁砧,篓,零点,著作
skulduggery,舞弊,买通,剽窃,讹诈
erroneous,错误,具体,不着边际,严密
rasp,(声音)像挫东西一样刺耳,干,装运,决心
droplet,小水滴,海洋,活动,写信(给)
preposition,介词,言语,例句,术语
blemish,瑕疵,优点,私利,弊端
cogitate,慎重思考,想象,白日做梦,熟思
alimentary,饮食,早饭,人道,生计
elicit,引出,胁迫,欺侮,侮辱
medicate,用药医治,破裂,机灵,英寸
retouch,修描,节省,保卫,拒受…的影响
dichotomy,二分(法),阶梯,时运,学
jitter,紧张不安,庄严,治安,哀鸿遍野
vexation,困扰,激怒,阻挠,冲撞
lump,一块,不知不觉,单独,只好
doldrums,赤道无风带,因此,浩瀚,列车
preamble,前言,报刊,白文,副刊
compelling,引起兴趣,倍,饭店,前进
jingoism,侵略主义,问,忠实,身高
coagulation,凝固,酥,韧性,轻轻
forthrightly,直率,规矩,暴虐,转弯
thicket,树丛,柳树,枞树,白皮松
jamb,门窗的侧柱(起支撑和装饰作用),比较,破晓,退休金
obviate,排除(困难),风趣,一顿(饭),观点
transience,短暂,整天,通宵,半天
offend,得罪,激怒,缠绕,兵不厌诈
diaphanous,(布)精致的,黑暗,不远千里,边远
currish,下贱,鄙吝,妖媚,高雅
enhancement,增加,干,附加,浸透
arid,干旱,新鲜,炽热,不透气
ingratiate,逢迎,趋奉,放任,庇护
discord,不和,繁杂,不即不离,友善
subject,受支配的人,归属,起源,属于
cynosure,注意的焦点,被单,摇晃,唱
antediluvian,陈旧,古老,潮湿,新鲜
immunity,免疫,引人注意,污染,挑起
turbid,紊乱,丰衣足食,蓬松,俨然
empathy,心意相通,应归入,得到,位置
confident,信念坚定,期,表演,洗
cygnet,幼天鹅,记成绩,安排,精神
annotate,注解,引用,留言,说明
aggravate,加重,放松,提高,缓和
undergird,加强,深化,安定,赶紧
camaraderie,同志情谊,只不过,仁慈,罚款
breadth,宽度,比例尺,长度,身材
decoy,诱骗,庇护,欺瞒,放任
immolate,牺牲,饿死,过去,断气
jape,开玩笑或讽刺,学童,场地,骄傲
fulfil,满足,供应,对应,存在
erupt,爆发,消灭,产生,销毁
tally,(使)一致,对称,对头,不切实际
demonstrate,证明,属于,展示,反映
turpitude,邪恶,之一,恶毒,各国
charade,用动作等表演文字意义的字谜游戏,有规则地,祖国,电影
tenet,信条,谓语,表语,标准
prospect,勘探,测量,监测,问世
lasting,持久,刻苦,认真,仔细
rove,流浪,奔波,投奔,逃亡
matriarchy,母权制,一国两制,奴隶制度,法制
originate,起因,对象,究竟,案由
conjoin,使结合,稀奇,行政部门,答复
reverie,幻想,感恩,百感交集,绞尽脑汁
integral,构成整体所必需的,技艺,黄昏,(用在所有格后面
pyromania,纵火狂,羞耻,手册,陆地
vagary,奇想,想像,感激,构想
stockade,栅栏,长城,篱笆,板壁
propagation,繁殖,产卵,成人,孵化
pummel,(用拳)接连地打,补习,备课,讲解
taut,绷紧,解释,不可靠的,刺激
shrill,尖锐,深刻,有意思,猛烈
decipher,解开(疑团),卡通片,灯,保姆
victimize,使受害,不利,利于,无害
precedent,先例,案件,举例来说,热潮
knoll,小圆丘,错误,关键,观点
resolve,下决心,共用,淹没,洗衣服用
proselytize,使...皈依,职责,结欠,击
self-assurance,自信,半信半疑,确信,认真
ligneous,木质,质地,壁垒,限于
libel,(文字)诽谤,笔战,丑化,取笑
elementary,初级,神秘,上流,不费吹灰之力
impropriety,不正当(的行为),正规(式)的,女神,形成
imperative,急需,矛盾,相对,供需
chagrin,失望,变色,大煞风景,得意
sweltering,酷热,冰凉,实时,冰天雪地
ambiguous,含糊,认真,不辞辛苦,浪费
skinflint,吝啬鬼,妖精,浪子,北洋军阀
dictator,独裁者,妖孽,伪君子,魔鬼
gambol,雀跃,奔走,践踏,蹦蹦跳跳
underplay,淡化...的重要性,烟,亲切,相信
enormous,极大,最低,大型,身高
demarcate,划分,复合,人均,合成
optimism,乐观主义,忠实,活泼,悲观
initiative,主动,不辞辛苦,拖拉,半路出家
grumpy,脾气暴躁,技术(性)的,出生,指责
