#word,meaning,option1,option2,option3
低估,underestimate,reckon,assumption,expect
发白热光,glow,blow,grow,how
增进健康之物,tonic,logic,tunic,topic
交响/管弦乐队,orchestra,orchestral,which,committee
刺鼻,pungent,urgent,tangent,awkward
装置,appliance,alliance,pave,architecture
跛的,lame,flame,name,lime
孤独,solitary,sanitary,salutary,military
(语法)阴性的,feminine,feminism,feminist,ethereal
精神错乱,delirium,craze,blockage,to lose consciousness
预料,anticipation,look forward to,unexpectedly,conjecture
网眼,mesh,rush,mess,mash
法规,code,coy,bore,clod
点火,ignition,munition,imaginary,to start a fit
谣言,rumor,reportedly,picnic,message
围攻,siege,sidle,hinge,size
即席,impromptu,work for,make a political recantation,put into operation
(心中的)不安,unrest,forest,rest,crest
春天,spring,stringy,sprig,sprint
(器具等的)一组,battery,batter,better,pattern
事先没有准备的,off-hand,gradually,interim,and even
腐化,corrupt,correct,to build,to practice
巧妙,delicate,dedicate,delineate,replicate
帐目,account,amount,count,accent
保守的人,conservative,coal,mince,tasty
两星期,fortnight,foresight,forthright,muff
挖掘,excavate,excavator,escalate,peel off
使无效,neutralize,centralize,neutrality,serious
胶囊,capsule,capture,cagoule,castle
题目,rubric,cubic,fabric,public
向导,courier,collier,mourner,corner
绝对,unconditional,contrary,after all,better
(演员等)试唱,audition,addition,tuition,munition
光亮,clear,near,clean,cream
动物区系,fauna,jaunt,sauna,fang
会犯错的,fallible,infallible,disapprove,wangle
努力,endeavour,really isn't,uninhabited,according to one's wishes
气压计,barometer,parameter,rear sight,barometer
目录,directory,director,appendix,table of contents
厚厚一片,chunk,coax,accuse,ungodly
喧闹,bustle,rustle,hustle,bubble
提纯,refine,define,repine,retire
子宫,womb,fob,tomb,comb
投(稿),contribute,contrite,peanut,inaccurate
彻底明白,fathom,pathos,atom,father
继续,renew,rend,render,repel
(计划)可实行的,viable,gable,enable,likable
(常用复)镣铐,shackle,tackle,crackle,heckle
流行,prevalent,prevalence,prevent,interim
值得(或引人)注意的,notable,noble,movable,unstable
走神,wander,wader,banner,wager
政府,regime,regimen,resume,region
忍耐,endure,induce,ensure,enquire
微妙,subtle,supple,hustle,settle
作业,assignment,problem,issue,lesson
地震,earthquake,famine,disaster caused by hail,plant diseases and insect pests
企图,attempt,tempt,attest,to map out
蜜饯,conserve,conceive,construe,converse
)时代,time,tiny,tie,prime
异类,heterogeneous,ghost,god of longevity,demon
画卷,scroll,stroll,school,scold
奇怪,weird,weir,wire,bird
死后,posthumous,certainly,amour,engage
诚恳,sincere,sinker,since,pincers
最前部,forefront,daytime,husk,explicit
(进行)威胁,menace,manage,fence,peace
(行为)不规矩,misconduct,outpatient,cruiser,cleaner
卡[热量单位],calorie,chloride,galore,chlorine
装饰,decorate,desolate,decorator,decimate
蜡烛,candle,waddle,coddle,chandler
光学,optic,scientific knowledge,philosophy,politics
使合规格,normalize,moralize,diaphragm,mirage
感激,gratitude,latitude,platitude,excited
奢侈(品),luxury,usury,augury,culture
有利,lucrative,curative,to endanger,to exceed
把握,assurance,insurance,hydraulic pressure,to pinch
日用品,commodity,community,articles,furnish and decorate 
各,apiece,pieces,piece,apace
抓紧,clutch,church,crutch,hutch
发票,invoice,invoke,invite,involve
(疾病)复发,recur,rector,rescue,demur
妊娠,pregnancy,pregnant,wet dream,to contract a disease
使中圈套,trap,trip,grab,team
批准,approve,prove,approval,reprove
(对词义)限制,qualify,quantify,quality,nullify
(指暴风雨等)猛烈地进行,rage,ripe,sage,dirage
不管,disregard,even though,whatever,so
诚实,integrity,integrate,honest,faithful
规定,prescribe,describe,proscribe,veto
自发,spontaneous,made in China,no risk at all,using a talented person in an insignificant position
石油,petroleum,alcohol,gasoline,tar
模棱两可,ambiguity,valid,unofficial,government
不安宁的,restless,be depressed,sullen,take on a mental burden
获得(物),acquisition,call,pellet,empirical
妓女,prostitute,vase,unlicensed  prostitute,drunkard
无家可归,outcast,outlast,outclass,outpost
放弃,yield,field,wield,gild
高飞,soar,solo,sham,boat
蹒跚,stagger,swagger,stammer,stranger
(使)倒塌,collapse,collate,see,metrical
两者择一,alternative,shrapnel,vessel,junket
看不见的,invisible,visible,divisible,invincible
加插图于,illustrate,ensure,passionate,paralyze
靠近,adjoin,adroit,rejoin,adorn
货币,monetary,momentary,lace,fractional currency
(活动)范围,sphere,shire,spree,sperm
什么也没有,nothing,thing,clothing,anything
显示,reveal,cereal,revival,ravel
石膏,gypsum,lime,bituminous,cement
捏造,fabricate,abdicate,lubricate,to provoke
毛虫,caterpillar,tomfoolery,nickel,cauterize
除草,weed,eel,wend,wet
病态,morbid,forbid,orbit,torrid
草,herb,orb,perm,curb
(相机)快门,shutter,shatter,stutter,shudder
作呕,nausea,pause,cause,nauseate
知觉,consciousness,remote sensing,favorable impression,dislike
冲洗法,irrigation,irritation,ease,dense
最低,minimum,minimal,minibus,maximum
胚胎,embryo,emery,embargo,the fundamental and the incidental
目的地,destination,factory site,site,base
机智,resource,source,recourse,renounce
通过,via,vie,void,era
有益,beneficial,to operate,detrimental,step over
破烂,ragged,numb with cold,unfinished,harden
基本,basic,basin,base,basis
车费,fare,daze,oar,flame
校长,principal,principle,Yeltsin,schoolmaster
淘汰,supersede,supervene,disarmament,pay retroactively
快餐,snack,clack,enact,knack
幼稚,innocent,indecent,insolent,indolent
调皮,mischief,abide by the law and behave oneself,uninhibited,not resigned to
热心,enthusiastic,meekly,dry,grim
提前,beforehand,forehand,with a wavy motion ,sunset
绰号,nickname,alias,what is your name,name
系主任,dean,jean,hear,deaf
公认,recognize,to deny ,publicly known,to charge
郊外,outskirts,internal ,outdoor,abroad
人口统计,demography,geography,xerography,intoxicate
教育,instruction,acumen,laundress,rough
使混合,mingle,tingle,single,finale
涌入,influx,flux,inflow,enter a country
船的,naval,naiad,lava,oval
大蒜,garlic,spinach,parsley,leaf mustard
继续前进,proceed,process,heterodox,salvage
漩涡,vortex,sorter,porter,forte
哀怨,plaintive,plaintiff,have a gnawing regret,hate 
永久的,permanent,pertinent,ascent,ultimate
需要,necessitate,manage  with difficulty,take  liberties with,press for payment of debts
少年,juvenile,elderly,year ,school age
]荒地,wilderness,wittingly,raft,zeal
神志清楚,sanity,vanity,salty,sandy
大错,blunder,blubber,plunder,bounder
(总称)机械,machinery,machine,church,mosque
可居住的,habitable,heritable,stringent,enliven
电梯,elevator,elector,elevate,elevation
强壮,hardy,hay,hardly,wary
(总称)植物,vegetation,vegetarian,black henbane,field mint
泛滥洪水,flow,snow,clod,frog
管理,administrative,be in charge of,administer,assume control
小卵石,pebble,people,cobble,peddle
合理,rational,national,optional,regional
了解意义,plumb,lump,plum,puma
曲线图,graph,grape,gripe,brash
牛排,steak,speck,stead,shear
收入,means,funds,waxing and waning,deficit
小河,fleet,bleed,meet,flee
奇异,marvelous,lingering fear,to shock,custom
(眼睛的)瞳孔,pupil,pail,puppy,peril
热烈的欢迎,ovation,oration,elation,location
恢复健康,restorative,quick decision,to rest,destroy
填料,stuffing,spice,raw material,gift
堵,plug,plus,pig,clue
(非民选的)委任官员,bureaucracy,tapioca,goose,cerebral
菜谱,recipe,revile,recite,refine
设备,equipment,transformer,hole puncher,abacus
页边,margin,jargon,marten,virgin
园艺学,horticulture,mathematics,medicine,architectural
极微小的,infinitesimal,eat,path,elixir
教养,culture,vulture,suture,future
使光滑,smooth,smith,moth,soot
纺织,knit,kit,kid,unit
殖民主义,colonialism,love of country,dictatorship,communism
大丈夫气概,masculinity,unswerving,be slovenly,reckless
肥料,manure,mature,minute,manual
使,make,duke,maze,ease
解码,decode,decide,deride,depose
天生,inborn,unborn,inform,intern
刺孔,puncture,touch,penetrate,empty out
大屠杀,holocaust,adultery,kill with poison,to murder
管理员,custodian,factory director,Li Peng,Clinton
电传,telex,tell,telly,relax
修复,rehabilitate,cure,rescue,see a doctor
特性,trait,gait,braid,strait
铆钉,rivet,rivulet,rival,live
隔离检疫期,quarantine,tripartite balance of forces,mutual confrontation,to set off
各色俱备之物,assortment,look into,summarize,research
试探性的,tentative,consistent,jocose,hazardous
自杀(事件),suicide,subside,vivacious,mend
赞助者,patron,matron,patrol,ration
证明...是不对的,disprove,dispose,disapprove,disrobe
严重,gravity,granite,brevity,rarity
小袋鼠,wallaby,waylay,allay,fallacy
鉴定,identification,to know what's what,comparison,to divert funds
善变,mercurial,deteriorate,to roam,to develop
人格,personality,brutal,personal integrity,moral
委托书,proxy,probe,prove,pry
静态,static,satanic,attic,satin
大马哈鱼,salmon,octopus,flounder,shark
归还,restore,rector,restart,respire
当代,up-to-date,before,old-time,last month
凭单,voucher,vouch,license plate,trademark
提高,enhance,chance,entrance,grasp
瓦片、瓷砖,tile,tie,tale,till
刺耳(目)的,harsh,Mars,gash,hash
永久,everlasting,of very short duration,real time,a while
认真,earnest,garnet,harvest,arrest
即席而作,improvise,improve,prevent,ascertain
可商量的,negotiable,negotiate,soften,bauble
给……授粉,pollinate,trash,earnings,dimension
芭蕾,ballet,wallet,mallet,ballot
超过,outweigh,convenient,allocate,blockade
醋,vinegar,linear,vineyard,pathology
蜡,wax,wan,fax,gap
相当,substantial,in spite of,especially,totally
解除武装,disarm,diary,discard,clean
消灭,exterminate,scrub,to endure,destroy
使心慌,perturb,perjury,perjure,aperture
葡萄状球菌,staphylococcus,seventieth,basin,anthracite
含酒精的饮料,alcohol,alcoholic,connote,kidnap
奇怪,queer,quaver,queen,quiver
懊悔,repent,rodent,recant,repine
应受到,deserve,reserve,deserts,deceive
吸出,aspiration,admiration,expiration,streamer
以物易物,barter,martyr,halter,barber
汹涌,surge,urge,source,gorge
吼叫,roar,tour,rosary,royal
在别处,elsewhere,faith,outdo,reside
激烈,drastic,dramatic,frantic,plastic
调停,reconcile,recondite,remodel,do up
惨白,ghastly,hasty,grey,a vast expanse of whiteness
通道,passage,massage,message,passive
傲慢,arrogant,arrant,arrogate,fervent
津贴,pension,tension,pinion,version
缩短,abbreviation,to raise,decrease,rise suddenly and sharply
必要,essential,it doesn't matter,acquaintance,urgent
应用,apply,ply,apple,sappy
使感激,oblige,olive,online,obligate
(报刊上的)漫画,cartoon,caution,harpoon,carton
很多,profuse,profess,propose,profane
公平,equitable,excitable,suitable,equable
饥荒,famine,ravine,famish,faint
宿怨,feud,greedy,wild ambitions,desire
卑鄙,wretched,wretch,figurative: given an inch, want  a mile,honest
彻底,outright,upright,outfight,totally
睡椅,couch,touch,chuck,pouch
给…注明日期,date,gate,daze,safe
令人生厌,pathetic,esthetic,athletic,retailer
轴承,bearing,leather belt,gear,spring
单身汉,bachelor,moneybags,orphan,creditor
使……衰弱,prostrate,assign to a job,to set ,suspension
沥青,bitumen,lime,plaster,cement
使堕落,pervert,perverse,percent,fervent
(诉讼、竞赛等中)…对…,versus,virus,census,verse
对付,tackle,cackle,trickle,ankle
骚动,disturbance,peace and security,boom,calm
闪耀,flare,ware,fire,blare
各种各样,miscellaneous,too numerous to mention individually or one by one,trivial,couple
追逐,chase,chide,these,vase
容易,ease,race,ash,daze
费心,bother,brother,otter,butcher
耸肩,shrug,shun,shred,thrum
圆周线,circumference,rugged,extensive,series
一致,accordance,be precisely the same,at the same time,peer
细长,slender,blunder,slander,leader
凹的,concave,conclave,concise,connive
禁止,ban,paw,bun,dam
恶毒,malignant,cruel,good and honest,those
证实,substantiate,omen,it can clearly be seen,symbol
打哈欠,gape,gas,caper,ape
例外,exception,reception,perception,inception
符合,correspond,coordinate with,unpractical,symmetrical
使安定,stabilize,stability,sterilize,slogan
切除,amputate,repair,cut off,to filter
水库,reservoir,embankment,name of a place, Gezhouba Dam on the Changjiang River, in Sichuan,channels
流行感冒,flu,fro,ill,you
准许入学,matriculate,be on the waiting list ,to appoint and dismiss,reject
题写,inscribe,describe,ascribe,medical treatment
烈士,martyr,mortar,barter,party
手,hand,and,wand,land
旋转,revolve,evolve,resolve,revolver
闲谈,gossip,fossil,treatise,enumerate
烟雾,aerosol,mist,frost,dew
动物学,zoology,geology,horology,apology
短尾猿,macaque,horse,spangle,equestrian
哀悼,mourn,churn,mouse,noun
侵占,encroach,blackmail,accept bribes,exploit
俯身,stoop,stool,swop,spool
隐藏,conceal,conceit,cancel,congeal
(动词)限定式的,finite,finish,finale,minute
询问,enquire,enquiry,inquire,require
粗糙,coarse,corset,charge,course
伤感,sentiment,sentient,sediment,gloomy
瓷,porcelain,pottery,chinaware,rubber
机灵,ingenious,ingenuous,book worship,wisdom
泥潭,mire,mile,pore,fire
被热爱的,beloved,belated,sagacity,billfold
严峻的考验,ordeal,deal,ordinal,ideal
选定,assign,passion,design,resign
弄弯,curve,core,cure,serve
效用,avail,pail,veil,oval
旁观者,spectator,neighbor,together,partisan
论战,contention,criticize,written polemics,libel
火山口,crater,trader,caper,craven
广大,extensive,expensive,expansive,extension
不容置疑,undoubtedly,exquisite,false,chase the wind and clutch at shadows - make groundless accusations
健康,sound,sauna,shunt,song
恰当,pertinent,permanent,inappropriate,to fit well 
灵巧,deft,vest,bet,teat
把…归咎于,blame,glaze,plate,lamp
(使)偏斜,deflect,neglect,reflect,defect
垄断商品,monopoly,monopsony,devour,bowel
有零头的,odd,red,odds,mode
蒸发,evaporate,elaborate,flaming,burn down
为…平反,vindicate,indicate,scholar,subscriber
修正,amend,wend,abed,attend
吸引人的花招,gimmick,advice,ode,gossip
因素,factor,factory,pastor,castor
分句,clause,cause,clasp,cease
矩形,rectangle,entangle,circumference,oblate
各色俱备,assorted,symmetry,to fit,be lower than
无价值的东西,fluff,bluff,fluke,gruff
用洗发剂洗,shampoo,ooze,grateful,resolve
使震动,vibrate,vitiate,migrate,irate
长生鸟,phoenix,pre-existence,Third World,man's world
肤浅,superficial,peace,tough,strongly fortified
吸引,appeal,appear,appal,append
权威性的,authoritative,systematic,piscatory,lenient
用具,gear,tear,rear,ream
痛心,sore,pore,core,horse
经度,longitude,vigor,strength,dynamism
宣布,proclaim,reclaim,publicize,give an order
莲,lotus,flatly,commend,muslin
(事情等的)前后关系,context,convex,content,contend
冰河,glacier,glazier,glacial,deepwater
