you	pron.你;你这个
own	adj.自己的n.属于自己的东西v.承认;有
affect	n.内心倾向;自觉感情v.打动;侵袭
instinct	adj.充满着的n.本能;天资
discuss	v.论述;品尝
stranger	n.陌生人;生手strange的比较级
lead	n.指引;铅v.牵;致使
host	n.主人;军队v.招待;群集
authority	n.当局;权
cow	n.母牛;牛v.吓唬;截短
commercial	adj.商品的;商业的n.商业广告;宣传
admire	v.称赞;钦佩
shadow	n.阴影;影子v.钉...的梢;渐变
question	n.难题;问题v.怀疑;问
fund	n.储备;存款v.积累
barn	n.谷仓;靶
object	n.对象;物体v.提出;反对
deep	adj.深的;有...深的adv.强烈地;深深地n.海;海渊
amp	n.截肢;安培
tense	adj.紧的;紧张的n.时v.使拉紧;拉紧
sport	n.玩笑;游戏;运动v.夸示;浪费
route	n.路;途径v.为...安排路线
report	n.报道;报告v.报道;说
plastic	adj.可塑的;塑料的n.塑料;塑料学
hop	n.毒品;忽布v.飞越;跳过
election	n.当选;选举
pierce	v.穿入;刺入
mortal	adj.人的;死的adv.极n.人;生物
stop	n.停止;阻塞v.停止;阻塞
abandon	n.放任;狂放v.放弃;离弃
side	n.边;旁边v.同意;赞助
deliver	v.交出;投递
become	v.适合;变成
agenda	n.行为事项
hunt	n.打猎;猎区v.追猎;摆动
series	n.连续;系列演出
literally	adv.简直;确实地
propose	v.提;提出
basketball	n.篮球;篮球运动
underneath	adv.在里面;在下部prep.在...下面
force	n.力;武力v.强迫;逼叫
soldier	n.军事家;士兵
service	n.服务v.检修;为...服务
sauce	n.沙司;炖水果v.给...调味
review	n.复习;回顾v.复习;细察
promise	n.可能;允诺v.向...保证;允诺
oz	n.盎司
lecture	n.讲稿;训斥v.给...讲课;训斥
eighty	n.八十;第八十
brandy	n.白兰地;刺激物
bill	n.清单;帐单v.爱抚;接吻
window	n.窗;窗框
shock	n.冲击;震动v.使震惊;震扰
relief	n.缓解;救济
horse	n.马;骑兵v.发情;上马
golf	n.高尔夫球运动v.打高尔夫球
explain	v.讲解;解释
counter	n.筹码;柜台v.反对;还击
design	n.设计;图案v.决意;谋划
circle	n.环状物;圆v.绕过;围着
victim	n.牺牲;牺牲者
transfer	n.调动;迁移v.搬;调动
response	n.反应;回答
channel	n.沟渠;海峡v.输送;在...开槽
backup	n.背衬;候补者;倒车
identity	n.身份;同一
different	adj.差异的;各别的
campus	n.大学;大学校园
spy	n.间谍;密探v.看见;侦察出
ninety	n.第九十;九十
interest	n.利益;趣味v.使参与;使感兴趣
guide	n.导游;向导v.操纵;给...领路
deck	n.甲板;桥面v.击倒;装饰
biological	adj.生物的;生物学的
minor	adj.不严重的;较小的n.未成年人;小企业v.副修
ease	n.安适;容易v.放松;解除
creep	n.爬行;蠕动v.爬行
waitress	n.女侍者
skill	n.技术;熟练性
telephone	n.电话;电话机v.打电话
photo	adj.照片的n.照片v.为...拍照
scratch	adj.侥幸的n.微伤;抓v.抓;搔
ring	n.戒指;金环v.发;鸣
print	n.印刷;印刷品v.打上;印
flower	n.花;精华v.发育;开花
wave	n.波;高潮;挥手;浪v.招手;波动;飘摇
royal	adj.国王的;敕立的n.顶桅帆;王裁
law	n.法律;法制
figure	n.价格;数字v.计算;出现
ask	v.问
writer	n.执笔者;作者
reception	n.接待;接受
pin	n.饰针;销子v.按住;别住
annoy	v.打搅;使恼怒
agent	n.代理人;动源
goal	n.目标;球门
council	n.会议;理事会
mass	n.弥撒;弥撒曲;团v.集中;聚集
ability	n.能力;能耐
sergeant	n.军士
blast	n.吹奏;鼓风;疾风v.炸;开枪
basic	adj.基础的;碱的n.基本训练;基本原理
wing	n.翅;翅膀v.飞过;飞
tradition	n.传统;口传;惯例
towel	n.毛巾v.打;用毛巾擦
earn	v.获得;应得
clown	n.乡下人;小丑v.扮小丑
rub	n.擦;摩擦v.擦;揉擦
habit	n.气质;习惯
customer	n.顾客
creature	n.人;生物
count	n.计算;数数v.数;值
action	n.行动;行为
snap	adj.迅速的;摁扣的n.厉声;劈啪声v.发吧嗒声;喀嚓折断
react	v.使起反应;影响
prime	adj.青春的;首要的n.春;青春v.加注;装填
pace	n.步;步速v.步测;踱步于
comment	n.批评;闲话v.评论;注释
tax	n.负担;税v.对...收会费;对...征税
sink	n.落水洞;污水井v.下沉;下落
reporter	n.报告人;记者
nurse	n.保姆;护士v.调养;当保姆
beat	adj.筋疲力尽的n.跳动v.打;拍打
priority	n.优先;在先
interrupt	n.隔阂;中断v.打断;中止
gain	n.获得;增加v.获得;增加
warehouse	n.仓库;批发店v.以他人名义买进
virgin	adj.处女的;纯洁的n.处女;童男
shy	adj.迟疑的;怕陌生的n.惊退;尝试v.后退;惊退
pattern	n.模范;样品v.仿制;与...相等
loyalty	n.忠诚
inspector	n.检查员;巡官
event	n.结果
candle	n.堪;蜡烛
pleasant	adj.活泼的
media	n.中脉;浊塞音medium的复数
excuse	n.藉口;歉意v.为...辩解;原谅
duke	n.公爵;双手
castle	n.藏身所;城堡v.王车易位
threat	n.威胁;凶兆
permanent	adj.耐久的;永久的
guess	n.猜测v.猜;想
financial	adj.财政的
demand	n.需要;要求v.强要;询问
basket	n.篮;篮状物
assault	n.攻击;强奸v.攻击;困扰
tend	v.照顾;期待
pray	adv.请v.祈望;做
train	n.连串;列车v.把...对准;训练
museum	n.博物馆;收藏物
alley	n.球道;小径
track	n.轨道;小道v.跟踪;走过
range	n.级别;排;山脉v.排列;变动
nap	n.小睡;绒毛v.小睡;浇
mysterious	adj.神秘的
unhappy	adj.不恰当的;不幸的
tone	n.音;语气v.增强;调和
switch	n.长假发;一击v.鞭打;挥动
liberty	n.释放;许可
bang	adv.砰;砰然n.轰声;巨响v.奔;猛击
award	n.奖;判决v.判给;授予
load	n.负荷;思想负担v.装;装货
gut	adj.极其重要的n.肚子;内脏v.抢劫
childhood	n.童年;早期
sample	n.实例;样本v.品尝;浏览
piss	n.尿;啤酒v.尿;排
hundred	n.第一百;一百
balance	n.平衡轮;天平v.称;权衡
background	n.底子;后景
toss	n.猛举;扔v.扔;甩
mob	n.暴民;群氓v.成群围住;成群袭击
misery	n.疼痛;痛苦
central	adj.为首的;中心的
boot	n.靴;罩v.猛踢;逐出
thief	n.贼
squeeze	n.紧握;榨v.紧握;榨
potter	n.陶工v.闲混;闲逛
lobby	n.穿堂;议院走廊v.游说
exercise	n.履行;运动v.履行;训练
ego	n.自我;自我中心
drama	n.戏;戏剧艺术
patience	n.坚忍;忍耐
noble	adj.高尚的;光辉的n.工贼头目;贵族
forth	adv.往外;向前
engine	n.机车;机械
book	n.卷;书v.预订;预订
song	n.歌;诗歌
poker	n.戳的人;妖精;纸牌戏
eighteen	n.第十八;丁八
bury	v.埋葬;掩埋
perform	v.履行;做
everyday	adj.每天的
wonder	n.惊奇;奇迹v.感到惊讶;感到疑惑
trail	n.痕迹;尾部v.飘;拖
saint	n.圣徒v.正式封...为圣徒
rotten	adj.发臭的;腐烂的
liver	n.肝;肝脏
device	n.手段;装置
village	n.居民村;乡村
march	n.3月n.行军;边界v.进展;前进
journey	n.历程;旅行v.在...旅行;旅行
fit	adj.健康的;适合的n.合身;配合v.配合;适合
discuss	v.论述;品尝
zombie	n.蛇神;蟒神
supply	n.供应;供应量v.供给;弥补
moral	adj.道德的;有道德的n.典型
helpful	adj.建设性的
attach	v.系;附属
slut	n.荡妇;女郎
search	n.检查;搜查v.探;细察
depress	v.按下;使抑郁
alien	adj.外国的n.外国人;外侨v.使疏远;转让
aisle	n.通道;侧廊
pro	n.公关人员adv.从正面n.赞成的论点prep.在...之前;赞成
daughter	n.女儿;女性后裔
vow	n.誓;郑重宣告v.立誓奉献;发誓
proposal	n.求婚;提出
pit	n.坑;核v.使有坑;小停
darn	n.织补;织补处v.织补
clay	n.泥土;黏土
cent	n.百;分
arrange	v.安排;整理
use	n.用;用途v.发挥;用
useless	adj.差劲的;无益的
squad	n.班;小队v.把...编成班;指派...到班
represent	v.代表;使有代表
product	n.产品;产物
join	n.并;连接v.连接;参加
afterwards	adv.以后
adventure	n.冒险;生意v.拿...冒险;冒险
resist	v.抵抗;抗
protect	v.保护
net	n.网;网罗v.捕获;织网
fourteen	n.十四
piano	adj.降低的;轻的adv.降低地;轻轻地n.钢琴
inch	n.身材;英寸v.缓慢地移动
flag	n.旗;小旗v.变慢;变弱
debt	n.欠款;义务
darkness	n.黑暗;无知
violent	adj.暴力的;狂热的
tag	n.标签;挂襻v.标示;添加
sand	n.沙;沙滩v.撒沙于;沙淤
gum	n.树胶;龈v.粘合;讲话
strip	n.条v.剥去;脱去
hip	adj.时髦派的n.基节;臀v.使知悉;使沮丧
below	adv.在楼下;在下面prep.低于;在...下面
remind	v.说...以提醒;提醒
palace	n.豪华住宅;王宫
claim	n.权利;要求v.要求;主张
replace	v.代替;更换
phone	n.受话器;音子
paperwork	n.书面工作;书面作业
mighty	adj.巨大的;强大的adv.很
emotion	n.动;情感
typical	adj.典型的;特有的
stubborn	adj.顽固的;顽强的
stable	adj.固定的;坚定的n.厩;牛棚v.把...拴进厩
pound	n.磅;镑v.捣碎;剧跳
pillow	n.枕头;轴枕v.把...枕在;枕着头
papa	n.爸爸;丈夫
mature	adj.慎重的;熟的v.使成熟;到期
lap	n.耳垂;舐v.嵌接;舔
design	n.设计;图案v.决意;谋划
current	adj.流动的;通行的n.电流;流
bum	adj.假的;劣质的n.差劲者;屁股v.乞求;寄食
tension	n.紧张;拉紧v.使拉紧
tank	n.池塘;箱v.击败;大量喝酒
suffer	v.经受;忍受
stroke	n.敲;一次v.划去;敲击
steady	adj.惯常的;稳的adv.把定;预备n.固定支架;情侣v.使稳;变稳
provide	v.供给;规定
overnight	adj.一整夜的adv.一下子
meanwhile	n.同时
chip	n.薄片;缺口;碎片v.削下;镌刻
beef	n.菜牛;牛肉v.击倒;养
win	n.胜利;赢得物v.赢得;成功
suit	n.套;衣服v.适合;合适
carol	n.欢乐的歌;颂歌v.欢乐地唱;赞美
salt	n.盐;盐状物v.撒盐于...上;以盐喂
express	adj.明确的;专门的adv.特意地;用快递n.捷运公司;快车v.表示
collect	v.取;收
tragedy	n.悲剧;悲剧理论
therefore	adv.因此
spoil	n.目的物;战利品v.宠坏;损坏
realm	n.界;王国
profile	n.侧面;轮廓v.描...的轮廓;写...的传略
degree	n.程度;度
wipe	n.擦;毛巾v.擦;揍
surgeon	n.军医;外科医师
stretch	n.舒展;延伸v.拉直;舒展
nephew	n.后裔;侄子
neat	adj.匀整的;整洁的
fox	n.狐;狐皮v.欺骗;变酸
confident	adj.确信的;有信心的
victory	n.成功;胜利
designer	n.谋划者;设计者
climb	n.爬升;攀登v.攀登;爬
angel	n.安琪儿;天使
title	n.标题;一种v.给...加标题;授予...称号
suggest	v.建议;意思是
punishment	n.罚
hint	n.暗示;建议v.暗示;作暗示
furniture	n.帆具;家
blanket	n.床毯;盖毯v.通用于;掩盖
twist	n.转弯v.捻;转动
trigger	n.扳机;起动装置v.发动;触发
surround	v.包围;围住
surface	n.表面;地面v.使公开化;变得清醒
proceed	v.进而做;进行
lip	n.唇状物;嘴唇
niece	n.侄女
handy	adj.手边的;手巧的;便利的
glove	n.棒球手套;手套v.给...手套
soap	n.钱;皂v.贿赂;缩小
signature	n.识别标志;署名
disappoint	v.失信于;使破灭
crawl	n.爬;爬泳v.责备;爬
convict	adj.悔罪的n.斑马;已决犯v.证明...有罪
zoo	n.动物园;核粒子园
result	n.获胜;结果v.发生;结果
page	n.记录;页v.翻阅;侍侯
flip	adj.无礼的n.急动;空翻v.捻掷;翻
counsel	n.律师;协商v.劝告;交换意见
cheer	n.欢呼;心情v.对...欢呼;欢呼
doubt	n.迟疑;怀疑v.怀疑;迟疑
crime	n.犯罪;罪
remember	v.记得;牢记
phase	n.面;相位v.使定相;分阶段进行
kit	n.工具包;小猫
halfway	adj.不彻底的;中途的adv.到一半;几乎
bother	n.烦恼;努力v.打扰;迷惑
useful	adj.有用的
madam	n.夫人;女士
jean	n.牛仔裤
gather	v.收集;积聚
cowboy	n.放牛娃;牧牛工
concern	n.公司;关心v.涉及;使挂念
camera	n.暗箱;照相机
blackmail	n.敲诈v.敲诈;胁迫
symptom	n.征候;症状
rope	n.粗绳;绞索v.用绳捆;成绳状
ordinary	adj.平常的;平庸的n.常任法官;寻常
concept	n.发明;概念
cigarette	n.香烟
barb	n.倒钩;非洲马v.在...装倒钩;刈
memorial	adj.记忆的n.记录;纪念物
explosion	n.爆炸
woo	v.招致;争取
trauma	n.精神创伤;外伤
furious	adj.狂暴的;狂怒的
cheat	n.骗子;欺骗v.哄骗;欺骗
avoid	v.避开;避免
thick	adj.厚的;密的n.傻瓜
board	n.板;纸板v.使搭伙;搭伙
approve	v.批准;赞成
urgent	adj.催逼的;紧迫的
minister	n.部长;公使v.敷;供给
drawer	n.抽屉;制图员
sin	n.过错;罪v.犯;犯过失
join	n.并;连接v.连接;参加
jam	n.困境;拥挤v.堵住;压碎
interfere	v.妨碍;介入
governor	n.长官;州长
chapter	n.章;重要章节
catch	n.捕获物;抓v.接住;抓住
bargain	n.交易;协定v.用...交换;讲价
tragic	adj.悲惨的;悲剧的
school	n.上学;学校v.教育;控制
respond	v.应答;作答
punish	v.罚;贪婪地吃
penthouse	n.单斜顶棚;屋顶房间
hop	n.毒品;忽布v.飞越;跳过
angle	n.角;角度v.获取;钓鱼
sherry	n.雪利酒
remain	v.留下;剩余
insult	n.攻击;损伤v.损害;攻击
bug	n.病菌;虫子v.烦扰;突出
beside	prep.和...相比;在...旁边
absolute	adj.纯粹的;道地的n.绝对;绝对事物
strict	adj.完全的;严格的
sock	n.短袜;套子v.储;打
sense	n.感官;感觉v.检测;了解
up	prep.往...的上端;往...的上游
sneak	adj.偷偷的;突然的n.告密生v.偷窃;偷偷地做
worthy	adj.有价值的;值得的n.知名人士
reward	n.报答;酬金v.报答;酬谢
polite	adj.有教养的;有礼貌的
check	n.停止;制服v.核对;击退
tale	n.陈述;故事
physically	adv.身体上;完全地
fool	n.蠢人;弄臣v.愚弄;玩弄
blow	n.吹;花v.吹;吹响
internal	adj.内的;内服的n.本质;精神
bitter	adj.有苦味的n.苦;苦味
adorable	adj.可爱的
test	n.化验;试验v.化验;考验
suggestion	n.暗示;建议
string	n.串;牵线v.缚;开球
mouse	n.姑娘;鼠
mark	n.马可福音;马可n.短线;符号v.标明;评分
debate	n.辩论;辩论会v.辩论;考虑
alike	adj.同样的adv.一样地
pitch	n.投;投球v.投;支搭
jack	n.老兄;男人v.提高;用篝灯猎
fax	n.传真机;事实v.传真传输
distract	v.使混乱;转移
shelter	n.掩蔽;遮盖物v.掩蔽;躲避
lover	n.爱人;情夫
lesson	n.功课;教程
goose	n.雌鹅;鹅v.发动
foreign	adj.对外的;外国的
escort	n.护航部队;护卫队v.护送
average	adj.平均的;中等的n.平均分数;平均数v.平均做;平均为
twin	adj.孪生的n.双子座v.怀;孪生
test	n.化验;试验v.化验;考验
constable	n.警察;警官
circus	n.杂技场;马戏团
audition	n.面试;听;试唱v.试演
tune	n.曲调v.调音;合调
shoulder	n.肩;肩部v.担负;肩起
mud	n.干泥地;泥
mask	n.面具;罩v.伪装;掩饰
helpless	adj.无助的;无助益的
feed	n.饲料;喂食v.维持;喂
explain	v.讲解;解释
suck	n.吸;吸食v.吸;吸食
robbery	n.抢劫;抢劫罪
objection	n.不喜欢;反对
behave	v.表现;运转
valuable	adj.贵重的;有价值的n.贵重物品
shadow	n.阴影;影子v.钉...的梢;渐变
creative	adj.产生的;创造的
beast	n.动物;畜生
tub	n.木盆;桶v.给...洗盆浴;洗盆浴
talent	n.明星;天才
customer	n.顾客
bizarre	adj.奇形怪状的n.怪异花
scar	n.疤;痕v.在...上结疤;结疤
punk	adj.糟糕的n.火绒;废话
hold	n.拿;船舱v.表现;掌着
focus	n.焦点;焦距v.集中;聚焦
alert	adj.活泼的;警觉的n.警报;警戒v.使认识到;向...报警
activity	n.活动;行动
stick	n.棍;木条v.刺;停留
singer	n.鸣禽;诗人
reverend	adj.教士的;可尊敬的n.大人;教士
highway	n.公路;捷径
foolish	adj.发窘的;荒谬的
compliment	n.敬意;问候v.赞美;称赞
bless	v.使神圣;为...祝福
bastard	adj.私生的;野种的n.劣等货;杂种
attend	v.出席;侍候
scheme	n.计划;系统v.计划;密谋
aid	n.帮助;外援v.帮助
worker	n.工人;工作者
wheelchair	n.轮椅
protective	adj.保护的
poetry	n.诗;诗的特征
gentle	adj.轻柔的;温和的
script	n.笔迹;书写体v.为...写剧本
reverse	n.反面;逆转v.反向;逆叫
picnic	n.郊游野餐v.去野餐
knee	n.膝部;膝关节v.向...下跪
intend	v.想要;意指
cage	n.牢房;笼子v.击...入门得分
voice	n.禽鸣声;说话声v.给...整音;说
toe	n.脚趾;足尖部
stink	n.恶臭;化学v.发出恶臭;惹人讨厌
scare	n.惊吓;恐慌v.吓;吓走
pour	v.倒;倾泻
effect	n.感受;结果v.产生;使发生
cheat	n.骗子;欺骗v.哄骗;欺骗
tower	n.堡垒;塔v.高飞;高耸
slide	n.滑道;滑行v.打滑;滑行
ruin	n.毁灭;破产v.毁坏;毁灭
recent	adj.全新世的;最近的
fill	n.充分;装填物v.挤满;装满
exit	n.出口;出去v.离开;出去
cruise	n.航行;旅行v.航行;漫游
cottage	n.别墅;小屋
corporate	adj.全体的;社团的
cat	n.家伙;猫
upside	n.上侧;上面
prove	v.表现;证明
park	n.公园;狩猎区v.停放;停放车辆
instance	n.例子;情况v.举...为例;举例
diary	n.日记;日记簿
complain	v.抱怨;抗议
basis	n.基础;主要部分
politics	n.政治;政治事务
confess	v.坦白;忏悔
wicked	adj.坏的;淘气的
pipe	n.管子;烟斗v.吹奏;发尖声
merely	adv.纯粹地;仅仅
massage	n.按摩;性交v.奉承;修改
color	n.颜色v.变色;脸红
chop	n.砍击;杀死v.砍;剁
budget	n.包;批v.规划;编预算
brief	adj.短暂的;距离短的n.辩护状;概要v.作...的提要
spill	n.溢出;裂片v.摔下;溢出
prayer	n.祷告;祷文
cost	n.代价;价钱v.价钱为;使付出
chick	n.小孩;小鸡
betray	v.背叛;泄露
begin	v.开始
waiter	n.侍者;堂倌
sucker	n.吮吸者;吸血鬼;吸盘v.欺骗
rat	n.耗子;鼠v.偷;捕鼠
fraud	n.骗子;欺骗
flu	n.流行性感冒
brush	n.刷;刷状物v.刷;推
adopt	v.采取;继承
table	n.一桌酒菜;桌子v.把...列表
sympathy	n.吊慰;同情
pill	n.药丸v.成丸状;抢劫
lean	adj.贫瘠的;瘦的n.倾斜;瘦肉v.屈身;斜
filthy	adj.肮脏的;卑劣的
cliff	n.悬崖
web	n.网;织物
seventeen	n.第十七;十七
land	n.地产;陆地v.靠岸;落下
expression	n.表达;表示
entrance	n.进入;入口v.使狂喜
employee	n.女受雇者;受雇者
draw	n.被拉的量;拉v.拔出;拉
cap	n.便帽;根冠v.覆盖;给...带帽
bunny	n.松鼠;兔子
bracelet	n.手铐;手镯
thirteen	n.第十三;十三
scout	n.侦察员;侦察者v.搜索;侦察
principal	adj.主震的;资本的n.为首的人;主要演员
pay	n.报偿;付钱v.付;付款
fair	adj.公正的adv.公正地;正面地n.美;女人
facility	n.容易;设备;技能
arrive	v.抵达;出生
unique	adj.罕有的;唯一的
track	n.轨道;小道v.跟踪;走过
spite	n.不幸;恶意v.恶意对待
shed	n.棚屋;榭v.抗;分散
recommend	v.劝告;推荐
nanny	n.保姆
naive	adj.天真的;幼稚的
menu	n.菜单;饭菜
grade	n.等级;阶段v.把...筑平;递变
diet	n.国会;会议v.进食
corn	n.谷粒;鸡眼
rose	n.玫瑰;玫瑰色;玫瑰香水
patch	n.臂章;补钉v.补缀;拼制
grey	adj.灰色的n.灰色;坯布v.成为灰色
dime	n.一角钱;小钱
tap	n.轻拍;酒v.轻拍;放出;开发
subtle	adj.微妙的;细微的
include	v.包括;包住
garrison	n.堡垒;要塞v.镇守
citizen	n.公民;平民
bullet	n.枪弹;小圆球
bean	n.豆;嘴峰v.击...的头部
pile	n.一堆;桩v.把...堆积;拥
metal	n.金属;金属制品
executive	n.行政部门;执行者adj.有办事能力的
confirm	v.巩固;证实
capital	adj.首都的;重要的n.首都;资本
adult	adj.成年的;成熟的n.成年人
toe	n.脚趾;足尖部
string	n.串;牵线v.缚;开球
parade	n.队列;游行v.集合;游行
bow	n.弓;虹v.弯曲;鞠躬
borrow	v.借用;借
booth	n.售货棚;投票站
toy	n.玩具v.调情;玩弄
straighten	v.整理;变直
steak	n.牛排;鱼块
status	n.地位;法律地位
